"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.805657375E0,6.413853242E-1,3.660430089E-1,-2.641227656E0,2.742525506E0
2.815684375E0,6.311477997E-1,3.202646824E-1,-2.314415663E0,2.420214221E0
2.825710375E0,5.318015593E-1,3.273008198E-1,-1.902323785E0,2.002192425E0
2.835737375E0,4.294402020E-1,4.098208566E-1,-1.508320268E0,1.620926294E0
2.845764375E0,2.802125343E-1,5.254210775E-1,-1.191652610E0,1.332149509E0
2.855790375E0,1.196564709E-1,5.708244147E-1,-8.157006168E-1,1.002759034E0
2.865817375E0,-6.786198087E-2,6.037533386E-1,-4.937669563E-1,7.828979176E-1
2.875843375E0,-2.917119610E-1,7.082042348E-1,-3.752842408E-1,8.529287003E-1
2.885870375E0,-5.281195676E-1,6.695109431E-1,-2.785835731E-1,8.970863881E-1
2.895897375E0,-7.747652833E-1,5.633972814E-1,-2.534732902E-1,9.909220200E-1
2.905923375E0,-9.331140959E-1,6.169995844E-1,-3.289918345E-1,1.166030030E0
2.915950375E0,-9.436189111E-1,7.396023211E-1,-3.842398363E-1,1.258995034E0
2.925976375E0,-9.866228434E-1,7.728322669E-1,-4.431856173E-1,1.329326085E0
2.936003375E0,-9.485534495E-1,8.951523639E-1,-4.958473957E-1,1.395319333E0
2.946030375E0,-7.755125575E-1,1.025191589E0,-5.720027018E-1,1.406991334E0
2.956056375E0,-4.701626238E-1,1.032600012E0,-5.871557611E-1,1.277523998E0
2.966083375E0,-1.053064536E-1,1.095132694E0,-4.864064813E-1,1.202911606E0
2.976109375E0,2.150465584E-1,1.162670447E0,-2.551064175E-1,1.209597815E0
2.986136375E0,4.095541871E-1,1.138867528E0,1.547763830E-1,1.220126882E0
2.996162375E0,5.455019510E-1,1.028138586E0,5.663069290E-1,1.294351138E0
3.006189375E0,5.257455980E-1,8.768181999E-1,9.593526721E-1,1.401990064E0
3.016216375E0,4.577717891E-1,7.604130001E-1,1.289505764E0,1.565441809E0
3.026242375E0,3.761923865E-1,6.044972506E-1,1.585031059E0,1.737602111E0
3.036269375E0,2.419509863E-1,4.220838931E-1,1.875254685E0,1.937337148E0
3.046295375E0,5.082480244E-2,1.757587144E-1,2.283493833E0,2.290811728E0
